Date,Grand Total,Territory,Zone,Item Name,Quantity,Amount
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Cola-300 ml,248,178560
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Cola-1000 ml,495,386100
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Cola-1500 ml,312,336960
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Cola-2250 ml,224,197120
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Lemon up-1000 ml,165,128700
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Lemon up-1500 ml,104,112320
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Lemon up-2250 ml,112,98560
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Twister-1000 ml,46,35880
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Twister-1500 ml,104,112320
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Twister-2250 ml,112,98560
08/10/2025,1269305.152,T - JANDAWALA-II,A - Kaloor Kot,Twister-1000 ml,119,92820
08/10/2025,995763.999,T - Oghi,A - Mansehra,Twister-2250 ml,1484,1305920
08/10/2025,922764.024,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Cola-1500 ml,624,673920
08/10/2025,922764.024,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-1000 ml,330,257400
08/10/2025,922764.024,T - Satellite Town (Sgd),A - Satellite Town (Sgd),Lemon up-1500 ml,416,449280
08/10/2025,1164934.279,T - Manawala,A - Manawala,Cola-300 ml,379.421,273183.12
08/10/2025,1164934.279,T - Manawala,A - Manawala,Cola-1000 ml,1320,1029600
08/10/2025,1164934.279,T - Manawala,A - Manawala,Cola-2250 ml,181.5,159720
08/10/2025,1164934.279,T - Manawala,A - Manawala,Cola-300 ml,116.579,83936.88
08/10/2025,1164934.279,T - Manawala,A - Manawala,Cola-2250 ml,42.5,37400
08/10/2025,1257399.667,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-300 ml,744,535680
08/10/2025,1257399.667,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-300 ml,744,535680
08/10/2025,1257399.667,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-2250 ml,672,591360
08/10/2025,589051.008,T - Shah Kot,A - Khurrianwala,Cola-1500 ml,520,561600
08/10/2025,589051.008,T - Shah Kot,A - Khurrianwala,Lemon up-1500 ml,104,112320
08/10/2025,589051.008,T - Shah Kot,A - Khurrianwala,Twister-1500 ml,208,224640
08/10/2025,1118701.584,T - Sahiwal (Sargodha),A - Sillanwali,Cola-1000 ml,1980,1544400
08/10/2025,883576.512,T - Sillanwali,A - Sillanwali,Cola-1500 ml,832,898560
08/10/2025,883576.512,T - Sillanwali,A - Sillanwali,Lemon up-1500 ml,416,449280
08/10/2025,823812.528,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-1000 ml,660,514800
08/10/2025,823812.528,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-2250 ml,293.5,258280
08/10/2025,823812.528,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-2250 ml,378.5,333080
08/10/2025,186450.264,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-1000 ml,330,257400
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Cola-500 ml,88.163,84636.48
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Cola-1500 ml,312,336960
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Lemon up-1000 ml,165,128700
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Lemon up-1500 ml,93.832,101338.56
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Cola-1000 ml,217,169260
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Cola-500 ml,49.837,47843.52
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Cola-500 ml,6,5760
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Cola-1000 ml,773,602940
08/10/2025,1052940.737,T - Syed Wala,A - Bucheki,Lemon up-1500 ml,10.168,10981.44
08/10/2025,1035401.136,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1500 ml,603,651240
08/10/2025,1035401.136,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,336,295680
08/10/2025,1035401.136,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-1500 ml,208,224640
08/10/2025,1035401.136,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1500 ml,333,359640
08/10/2025,955864.541,T - Joharabad,A - Joharabad,Cola-1500 ml,372,401760
08/10/2025,955864.541,T - Joharabad,A - Joharabad,Lemon up-1500 ml,520,561600
08/10/2025,955864.541,T - Joharabad,A - Joharabad,Cola-1500 ml,1,1080
08/10/2025,955864.541,T - Joharabad,A - Joharabad,Cola-1500 ml,459,495720
08/10/2025,73528.041,T - Joharabad,A - Joharabad,Cola-1500 ml,104,112320
08/10/2025,1035582.912,T - KHUSHAB CITY,A - Kushab,Cola-1000 ml,660,514800
08/10/2025,1035582.912,T - KHUSHAB CITY,A - Kushab,Cola-1500 ml,520,561600
08/10/2025,1035582.912,T - KHUSHAB CITY,A - Kushab,Lemon up-1500 ml,416,449280
08/10/2025,1048924.937,T - Joharabad,A - Joharabad,Cola-1500 ml,832,898560
08/10/2025,1048924.937,T - Joharabad,A - Joharabad,Lemon up-1000 ml,165,128700
08/10/2025,1048924.937,T - Joharabad,A - Joharabad,Lemon up-1500 ml,520,561600
08/10/2025,809945.136,T - Manzoor Town (Toba),A - Tobba Tak Singh,Cola-1500 ml,728,786240
08/10/2025,809945.136,T - Manzoor Town (Toba),A - Tobba Tak Singh,Lemon up-1500 ml,416,449280
08/10/2025,1199363.787,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Juices-Mauj Mango-1000 ml,145,130500
08/10/2025,1199363.787,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Cola-300 ml,480,345600
08/10/2025,1199363.787,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Cola-1000 ml,660,514800
08/10/2025,1199363.787,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Lemon up-300 ml,240,172800
08/10/2025,1199363.787,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Lemon up-1000 ml,330,257400
08/10/2025,1199363.787,T - D-TYPE COLONY (FSD),A - D-Type Colony (Fsd),Lemon up-1500 ml,208,224640
08/10/2025,867710.934,T - SHADAB COLONY (FSD),A - Jhang Road (Fsd),Juices-Mauj Mango-1000 ml,290,261000
08/10/2025,867710.934,T - SHADAB COLONY (FSD),A - Jhang Road (Fsd),Cola-1500 ml,624,673920
08/10/2025,867710.934,T - SHADAB COLONY (FSD),A - Jhang Road (Fsd),Lemon up-1500 ml,312,336960
08/10/2025,930367.144,T - Jaranwala,A - Jaranwala-I,Cola-1500 ml,372,401760
08/10/2025,930367.144,T - Jaranwala,A - Jaranwala-I,Cola-2250 ml,448,394240
08/10/2025,930367.144,T - Jaranwala,A - Jaranwala-I,Lemon up-1000 ml,330,257400
08/10/2025,930367.144,T - Jaranwala,A - Jaranwala-I,Lemon up-1500 ml,104,112320
08/10/2025,930367.144,T - Jaranwala,A - Jaranwala-I,Lemon up-2250 ml,112,98560
08/10/2025,930367.144,T - Jaranwala,A - Jaranwala-I,Cola-1500 ml,44,47520
08/10/2025,1052128,T - Farooqabad,A - Farooqabad,Twister-2250 ml,1568,1379840
08/10/2025,1030839.264,T - Bhagtanwala,A - Bhagtanwala,Cola-1500 ml,1040,1123200
08/10/2025,1030839.264,T - Bhagtanwala,A - Bhagtanwala,Lemon up-1500 ml,416,449280
08/10/2025,941342.31,T - Amin Pur Bangla,A - Amin Pur Bangla,Cola-1500 ml,832,898560
08/10/2025,941342.31,T - Amin Pur Bangla,A - Amin Pur Bangla,Twister-1500 ml,208,224640
08/10/2025,941342.31,T - Amin Pur Bangla,A - Amin Pur Bangla,Juices-Mauj Mango-1000 ml,290,261000
07/10/2025,1135371.883,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-1000 ml,165,128700
07/10/2025,1135371.883,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-2250 ml,336,295680
07/10/2025,1135371.883,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Lemon up-300 ml,213,153360
07/10/2025,1135371.883,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Lemon up-1000 ml,165,128700
07/10/2025,1135371.883,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-1500 ml,60,64800
07/10/2025,1135371.883,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Cola-1500 ml,772,833760
07/10/2025,1135371.883,T - LASANI TOWN ( FSD-II ),A - Lasani Town,Lemon up-300 ml,35,25200
08/10/2025,1170795.654,T - Dheer,A - Timar Garha,Cola-2250 ml,112,98560
08/10/2025,1170795.654,T - Dheer,A - Timar Garha,Twister-1000 ml,330,257400
08/10/2025,1170795.654,T - Dheer,A - Timar Garha,Twister-1500 ml,435,469800
08/10/2025,1170795.654,T - Dheer,A - Timar Garha,Twister-2250 ml,641.5,564520
08/10/2025,1170795.654,T - Dheer,A - Timar Garha,Twister-2250 ml,254.5,223960
08/10/2025,975260.99,T - Sangla Hill,A - Sangla Hill,Cola-300 ml,363.421,261663.12
08/10/2025,975260.99,T - Sangla Hill,A - Sangla Hill,Cola-1000 ml,330,257400
08/10/2025,975260.99,T - Sangla Hill,A - Sangla Hill,Cola-1500 ml,416,449280
08/10/2025,975260.99,T - Sangla Hill,A - Sangla Hill,Cola-2250 ml,336,295680
08/10/2025,975260.99,T - Sangla Hill,A - Sangla Hill,Cola-300 ml,132.579,95456.88
08/10/2025,80571.944,T - Sangla Hill,A - Sangla Hill,Cola-2250 ml,112,98560
08/10/2025,80571.944,T - Sangla Hill,A - Sangla Hill,Malta-300 ml,10,7200
08/10/2025,826672,T - Jhang,A - Jhang-I,Cola-2250 ml,197.5,173800
08/10/2025,826672,T - Jhang,A - Jhang-I,Cola-2250 ml,1034.5,910360
08/10/2025,736313.76,T - Bus Stand (Jhang),A - Tala Gang,Cola-1500 ml,1040,1123200
06/10/2025,-47040,Millat Road,T1-Z1-FSD,Juices-Mauj Mango-500 ml,-70,-67200
01/10/2025,2237403.168,T- Akora Khattak,A - Jahangira,Twister-1000 ml,3960,3088800
01/10/2025,2237403.168,T- Akora Khattak,A - Jahangira,Twister-1000 ml,1310,1021800
01/10/2025,2237403.168,T- Akora Khattak,A - Jahangira,Twister-1000 ml,2650,2067000
01/10/2025,2330628.3,T- Akora Khattak,A - Jahangira,Twister-1000 ml,2135,1665300
01/10/2025,2330628.3,T- Akora Khattak,A - Jahangira,Twister-1000 ml,1990,1552200
04/10/2025,1953952,T- Akora Khattak,A - Jahangira,Twister-2250 ml,2912,2562560
08/10/2025,668946.656,T - Phularwan,A - Bheera,Cola-1000 ml,330,257400
08/10/2025,668946.656,T - Phularwan,A - Bheera,Lemon up-1000 ml,330,257400
08/10/2025,668946.656,T - Phularwan,A - Bheera,Lemon up-1500 ml,312,336960
08/10/2025,668946.656,T - Phularwan,A - Bheera,Malta-2250 ml,112,98560
08/10/2025,1201761.001,T - Phularwan,A - Bheera,Cola-2250 ml,896,788480
08/10/2025,1201761.001,T - Phularwan,A - Bheera,Lemon up-2250 ml,895,787600
07/10/2025,1068057.272,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,165,128700
07/10/2025,1068057.272,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1500 ml,624,673920
07/10/2025,1068057.272,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-2250 ml,436,383680
07/10/2025,1068057.272,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-1000 ml,165,128700
07/10/2025,1068057.272,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Lemon up-1500 ml,208,224640
07/10/2025,856917.544,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,990,772200
07/10/2025,856917.544,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Malta-1500 ml,208,224640
07/10/2025,856917.544,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Malta-2250 ml,26,22880
07/10/2025,856917.544,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Malta-2250 ml,198,174240
07/10/2025,186450.264,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,330,257400
07/10/2025,971075.28,T - Bheera,A - Bheera,Cola-1000 ml,330,257400
07/10/2025,971075.28,T - Bheera,A - Bheera,Cola-1500 ml,104,112320
07/10/2025,971075.28,T - Bheera,A - Bheera,Cola-2250 ml,197.5,173800
07/10/2025,971075.28,T - Bheera,A - Bheera,Lemon up-1000 ml,330,257400
07/10/2025,971075.28,T - Bheera,A - Bheera,Lemon up-1500 ml,104,112320
07/10/2025,971075.28,T - Bheera,A - Bheera,Lemon up-2250 ml,336,295680
07/10/2025,971075.28,T - Bheera,A - Bheera,Cola-2250 ml,138.5,121880
07/10/2025,637362.264,T - More Khunda,A - Sharqpur,Cola-1000 ml,165,128700
07/10/2025,637362.264,T - More Khunda,A - Sharqpur,Cola-2250 ml,560,492800
07/10/2025,637362.264,T - More Khunda,A - Sharqpur,Lemon up-2250 ml,112,98560
07/10/2025,637362.264,T - More Khunda,A - Sharqpur,Twister-1000 ml,165,128700
07/10/2025,1678052.376,T - MARDAN CANTT-2,A - Mardan,Cola-1000 ml,1650,1287000
07/10/2025,1678052.376,T - MARDAN CANTT-2,A - Mardan,Twister-1000 ml,796,620880
07/10/2025,1678052.376,T - MARDAN CANTT-2,A - Mardan,Twister-1000 ml,524,408720
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-300 ml,248,178560
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1000 ml,660,514800
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-1500 ml,1040,1123200
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,65.5,57640
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-1500 ml,312,336960
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Lemon up-2250 ml,112,98560
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Twister-1500 ml,104,112320
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Twister-2250 ml,112,98560
07/10/2025,1989066.404,T - Chaudry Colony (Jhang),A - Jhang-Ii,Cola-2250 ml,382.5,336600
07/10/2025,894220.879,T - Sahiwal (Sargodha),A - Sillanwali,Cola-1500 ml,208,224640
07/10/2025,894220.879,T - Sahiwal (Sargodha),A - Sillanwali,Cola-2250 ml,784,689920
07/10/2025,894220.879,T - Sahiwal (Sargodha),A - Sillanwali,Lemon up-1500 ml,312,336960
07/10/2025,1065468.685,T - Samundri,A - Samundri,Cola-300 ml,248,178560
07/10/2025,1065468.685,T - Samundri,A - Samundri,Cola-1000 ml,330,257400
07/10/2025,1065468.685,T - Samundri,A - Samundri,Cola-1500 ml,208,224640
07/10/2025,1065468.685,T - Samundri,A - Samundri,Cola-2250 ml,336,295680
07/10/2025,1065468.685,T - Samundri,A - Samundri,Lemon up-1000 ml,165,128700
07/10/2025,1065468.685,T - Samundri,A - Samundri,Lemon up-1500 ml,104,112320
07/10/2025,1065468.685,T - Samundri,A - Samundri,Juices-Mauj Mango-1000 ml,290,261000
07/10/2025,995049.131,T - Nankana Sahib,A - Nankana Shb,Cola-1000 ml,165,128700
07/10/2025,995049.131,T - Nankana Sahib,A - Nankana Shb,Cola-2250 ml,77.5,68200
07/10/2025,995049.131,T - Nankana Sahib,A - Nankana Shb,Lemon up-2250 ml,112,98560
07/10/2025,995049.131,T - Nankana Sahib,A - Nankana Shb,Twister-2250 ml,336,295680
07/10/2025,995049.131,T - Nankana Sahib,A - Nankana Shb,Cola-2250 ml,818.5,720280
07/10/2025,809261.987,T - Manawala,A - Manawala,Cola-300 ml,248,178560
07/10/2025,809261.987,T - Manawala,A - Manawala,Cola-1500 ml,104,112320
07/10/2025,809261.987,T - Manawala,A - Manawala,Cola-2250 ml,672,591360
07/10/2025,809261.987,T - Manawala,A - Manawala,Lemon up-2250 ml,112,98560
07/10/2025,809261.987,T - Manawala,A - Manawala,Twister-2250 ml,112,98560
07/10/2025,208045.987,T - Manawala,A - Manawala,Cola-300 ml,248,178560
07/10/2025,208045.987,T - Manawala,A - Manawala,Cola-1500 ml,104,112320
07/10/2025,893063.808,T - Manawala,A - Manawala,Cola-1000 ml,990,772200
07/10/2025,893063.808,T - Manawala,A - Manawala,Cola-1500 ml,208,224640
07/10/2025,893063.808,T - Manawala,A - Manawala,Lemon up-1000 ml,330,257400
07/10/2025,186450.264,T - Manawala,A - Manawala,Cola-1000 ml,330,257400
07/10/2025,1010262.792,T - Ferozwatawan,A - Manawala,Cola-1000 ml,660,514800
07/10/2025,1010262.792,T - Ferozwatawan,A - Manawala,Cola-2250 ml,672,591360
07/10/2025,1010262.792,T - Ferozwatawan,A - Manawala,Twister-1000 ml,330,257400
07/10/2025,1104748.428,T - Khana Pul Islamabad,A - Khana Pul,Cola-1000 ml,330,257400
07/10/2025,1104748.428,T - Khana Pul Islamabad,A - Khana Pul,Cola-2250 ml,440,387200
07/10/2025,1104748.428,T - Khana Pul Islamabad,A - Khana Pul,Lemon up-300 ml,248,178560
07/10/2025,1104748.428,T - Khana Pul Islamabad,A - Khana Pul,Lemon up-1000 ml,165,128700
07/10/2025,1104748.428,T - Khana Pul Islamabad,A - Khana Pul,Twister-300 ml,150,108000
07/10/2025,1104748.428,T - Khana Pul Islamabad,A - Khana Pul,Twister-1000 ml,165,128700
07/10/2025,1104748.428,T - Khana Pul Islamabad,A - Khana Pul,Twister-1500 ml,312,336960
07/10/2025,748478.752,T - Mandi Rurala Road,A - Mandi Rurala,Cola-1500 ml,208,224640
07/10/2025,748478.752,T - Mandi Rurala Road,A - Mandi Rurala,Cola-2250 ml,896,788480
07/10/2025,95549.376,T - Mandi Rurala Road,A - Mandi Rurala,Cola-500 ml,130,124800
07/10/2025,1052128,T - Shah Kot,A - Khurrianwala,Cola-2250 ml,1008,887040
07/10/2025,1052128,T - Shah Kot,A - Khurrianwala,Twister-2250 ml,560,492800
07/10/2025,883576.512,T - Adda 46,A - Lalian,Cola-1500 ml,1248,1347840
07/10/2025,1312837.516,T - Tour Dehair,A - Jahangira,Twister-1000 ml,165,128700
07/10/2025,1312837.516,T - Tour Dehair,A - Jahangira,Twister-1500 ml,361.503,390423.24
07/10/2025,1312837.516,T - Tour Dehair,A - Jahangira,Twister-2250 ml,830,730400
07/10/2025,1312837.516,T - Tour Dehair,A - Jahangira,Twister-1500 ml,574.497,620456.76
07/10/2025,1050607.376,T - Farooqabad,A - Farooqabad,Cola-1500 ml,104,112320
07/10/2025,1050607.376,T - Farooqabad,A - Farooqabad,Lemon up-2250 ml,112,98560
07/10/2025,1050607.376,T - Farooqabad,A - Farooqabad,Cola-2250 ml,783.5,689480
07/10/2025,1050607.376,T - Farooqabad,A - Farooqabad,Cola-2250 ml,560.5,493240
07/10/2025,918376.508,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1000 ml,165,128700
07/10/2025,918376.508,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1500 ml,104,112320
07/10/2025,918376.508,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-2250 ml,224,197120
07/10/2025,918376.508,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-2250 ml,351.5,309320
07/10/2025,918376.508,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-2250 ml,544.5,479160
07/10/2025,150303.999,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-2250 ml,224,197120
07/10/2025,972595.903,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1000 ml,330,257400
07/10/2025,972595.903,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-1000 ml,330,257400
07/10/2025,972595.903,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-1500 ml,104,112320
07/10/2025,972595.903,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-2250 ml,784,689920
07/10/2025,1342936.528,T - DARGAI,A - Mardan,Twister-300 ml,1.169,841.68
07/10/2025,1342936.528,T - DARGAI,A - Mardan,Twister-1000 ml,825,643500
07/10/2025,1342936.528,T - DARGAI,A - Mardan,Twister-1500 ml,624,673920
07/10/2025,1342936.528,T - DARGAI,A - Mardan,Twister-2250 ml,448,394240
07/10/2025,1342936.528,T - DARGAI,A - Mardan,Twister-300 ml,246.831,177718.32
07/10/2025,1133314.643,T - Mitha Tawana (Qaidabad),A - Joharabad,Cola-300 ml,248,178560
07/10/2025,1133314.643,T - Mitha Tawana (Qaidabad),A - Joharabad,Cola-1000 ml,495,386100
07/10/2025,1133314.643,T - Mitha Tawana (Qaidabad),A - Joharabad,Cola-1500 ml,312,336960
07/10/2025,1133314.643,T - Mitha Tawana (Qaidabad),A - Joharabad,Cola-2250 ml,270,237600
07/10/2025,1133314.643,T - Mitha Tawana (Qaidabad),A - Joharabad,Lemon up-1000 ml,165,128700
07/10/2025,1133314.643,T - Mitha Tawana (Qaidabad),A - Joharabad,Lemon up-1500 ml,104,112320
07/10/2025,1133314.643,T - Mitha Tawana (Qaidabad),A - Joharabad,Lemon up-2250 ml,112,98560
07/10/2025,1133314.643,T - Mitha Tawana (Qaidabad),A - Joharabad,Twister-2250 ml,112,98560
07/10/2025,1132118.862,T - Joharabad,A - Joharabad,Cola-1000 ml,330,257400
07/10/2025,1132118.862,T - Joharabad,A - Joharabad,Cola-1500 ml,728,786240
07/10/2025,1132118.862,T - Joharabad,A - Joharabad,Cola-2250 ml,224,197120
07/10/2025,1132118.862,T - Joharabad,A - Joharabad,Lemon up-300 ml,248,178560
07/10/2025,1132118.862,T - Joharabad,A - Joharabad,Lemon up-1500 ml,208,224640
07/10/2025,1046409.056,T - Shah Pur,A - Shah Pur,Cola-1000 ml,1320,1029600
07/10/2025,1046409.056,T - Shah Pur,A - Shah Pur,Cola-2250 ml,448,394240
07/10/2025,854853.104,T - DINA NATH-MANGA,A - Pattoki,Cola-1000 ml,547,426660
07/10/2025,854853.104,T - DINA NATH-MANGA,A - Pattoki,Cola-2250 ml,112,98560
07/10/2025,854853.104,T - DINA NATH-MANGA,A - Pattoki,Cola-1000 ml,833,649740
07/10/2025,944501.944,T - Rawat,A - Rawat,Cola-1500 ml,208,224640
07/10/2025,944501.944,T - Rawat,A - Rawat,Cola-2250 ml,336,295680
07/10/2025,944501.944,T - Rawat,A - Rawat,Lemon up-1500 ml,104,112320
07/10/2025,944501.944,T - Rawat,A - Rawat,Lemon up-2250 ml,30,26400
07/10/2025,944501.944,T - Rawat,A - Rawat,Twister-500 ml,144,138240
07/10/2025,944501.944,T - Rawat,A - Rawat,Twister-1000 ml,165,128700
07/10/2025,944501.944,T - Rawat,A - Rawat,Twister-1500 ml,104,112320
07/10/2025,944501.944,T - Rawat,A - Rawat,Twister-2250 ml,112,98560
07/10/2025,944501.944,T - Rawat,A - Rawat,Lemon up-2250 ml,194,170720
07/10/2025,1211926.716,T - Okara,A - Okara-I,Cola-1000 ml,1650,1287000
07/10/2025,1211926.716,T - Okara,A - Okara-I,Lemon up-1000 ml,495,386100
07/10/2025,1084801.536,T - DINA NATH-MANGA,A - Pattoki,Cola-1000 ml,1920,1497600
07/10/2025,878557.408,T - Jehlem,A - Jehlum,Cola-300 ml,240,172800
07/10/2025,878557.408,T - Jehlem,A - Jehlum,Cola-1500 ml,104,112320
07/10/2025,878557.408,T - Jehlem,A - Jehlum,Cola-2250 ml,560,492800
07/10/2025,878557.408,T - Jehlem,A - Jehlum,Lemon up-1500 ml,104,112320
07/10/2025,878557.408,T - Jehlem,A - Jehlum,Twister-2250 ml,38,33440
07/10/2025,878557.408,T - Jehlem,A - Jehlum,Twister-2250 ml,298,262240
06/10/2025,1118701.584,T - Sillanwali Road (Sgd),A - Sillanwali Road (Sgd),Cola-1000 ml,1980,1544400
07/10/2025,986134.66,T - Noor Pur Thal,A - Joharabad,Cola-1000 ml,165,128700
07/10/2025,986134.66,T - Noor Pur Thal,A - Joharabad,Cola-1500 ml,312,336960
07/10/2025,986134.66,T - Noor Pur Thal,A - Joharabad,Cola-2250 ml,448,394240
07/10/2025,986134.66,T - Noor Pur Thal,A - Joharabad,Twister-1500 ml,100,108000
07/10/2025,986134.66,T - Noor Pur Thal,A - Joharabad,Twister-2250 ml,448,394240
07/10/2025,208010,T - Noor Pur Thal,A - Joharabad,Cola-2250 ml,171.5,150920
07/10/2025,208010,T - Noor Pur Thal,A - Joharabad,Cola-2250 ml,138.5,121880
07/10/2025,1444080.81,T - Batgram,A - Besham,Twister-1000 ml,323,251940
07/10/2025,1444080.81,T - Batgram,A - Besham,Twister-2250 ml,1300,1144000
07/10/2025,1444080.81,T - Batgram,A - Besham,Twister-1000 ml,689,537420
07/10/2025,1646977.332,T - Batgram,A - Besham,Twister-1000 ml,2915,2273700
06/10/2025,2237403.168,T - Bhagtanwala,A - Bhagtanwala,Cola-1000 ml,2640,2059200
06/10/2025,2237403.168,T - Bhagtanwala,A - Bhagtanwala,Lemon up-1000 ml,1320,1029600
06/10/2025,1029480.387,T - Sangla Hill,A - Sangla Hill,Cola-300 ml,496,357120
06/10/2025,1029480.387,T - Sangla Hill,A - Sangla Hill,Cola-1000 ml,825,643500
06/10/2025,1029480.387,T - Sangla Hill,A - Sangla Hill,Cola-1500 ml,312,336960
06/10/2025,1029480.387,T - Sangla Hill,A - Sangla Hill,Lemon up-1500 ml,104,112320
06/10/2025,73631.376,T - Sangla Hill,A - Sangla Hill,Cola-1500 ml,104,112320
06/10/2025,2285197.684,T - Bhakkar City,A - Bhakkar,Cola-300 ml,992,714240
06/10/2025,2285197.684,T - Bhakkar City,A - Bhakkar,Cola-1500 ml,832,898560
06/10/2025,2285197.684,T - Bhakkar City,A - Bhakkar,Cola-2250 ml,448,394240
06/10/2025,2285197.684,T - Bhakkar City,A - Bhakkar,Lemon up-300 ml,380,273600
06/10/2025,2285197.684,T - Bhakkar City,A - Bhakkar,Lemon up-1500 ml,832,898560
06/10/2025,2285197.684,T - Bhakkar City,A - Bhakkar,Lemon up-300 ml,116,83520
06/10/2025,993528.508,T - Sacha Soda Farooqabad,A - Farooqabad,Cola-1500 ml,104,112320
06/10/2025,993528.508,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-1000 ml,165,128700
06/10/2025,993528.508,T - Sacha Soda Farooqabad,A - Farooqabad,Twister-2250 ml,1232,1084160
06/10/2025,1943307.632,T - Tobba Tak Singh,A - Tobba Tak Singh,Cola-1500 ml,728,786240
06/10/2025,1943307.632,T - Tobba Tak Singh,A - Tobba Tak Singh,Cola-2250 ml,731.5,643720
06/10/2025,1943307.632,T - Tobba Tak Singh,A - Tobba Tak Singh,Cola-2250 ml,1396.5,1228920
06/10/2025,1161529.478,T - KHUSHAB CITY,A - Kushab,Cola-300 ml,496,357120
06/10/2025,1161529.478,T - KHUSHAB CITY,A - Kushab,Cola-1500 ml,624,673920
06/10/2025,1161529.478,T - KHUSHAB CITY,A - Kushab,Cola-2250 ml,395.5,348040
